"","avg_temp","full_date","year","date","tooltip"
"324",25.3,"August 19, 1878",1878,"08-19","August 19, 1878 :  25.3 ° C"
"325",25.5,"August 20, 1878",1878,"08-20","August 20, 1878 :  25.5 ° C"
"326",25.4,"August 21, 1878",1878,"08-21","August 21, 1878 :  25.4 ° C"
"327",26.2,"August 22, 1878",1878,"08-22","August 22, 1878 :  26.2 ° C"
"328",26.1,"August 23, 1878",1878,"08-23","August 23, 1878 :  26.1 ° C"
"329",26.4,"August 24, 1878",1878,"08-24","August 24, 1878 :  26.4 ° C"
"330",27.3,"August 25, 1878",1878,"08-25","August 25, 1878 :  27.3 ° C"
"331",26.6,"August 26, 1878",1878,"08-26","August 26, 1878 :  26.6 ° C"
"332",24.7,"August 27, 1878",1878,"08-27","August 27, 1878 :  24.7 ° C"
"333",25.9,"August 28, 1878",1878,"08-28","August 28, 1878 :  25.9 ° C"
"334",27,"August 29, 1878",1878,"08-29","August 29, 1878 :  27 ° C"
"335",26.4,"August 30, 1878",1878,"08-30","August 30, 1878 :  26.4 ° C"
"336",23.8,"August 31, 1878",1878,"08-31","August 31, 1878 :  23.8 ° C"
"337",21.4,"September 01, 1878",1878,"09-01","September 01, 1878 :  21.4 ° C"
"338",20.4,"September 02, 1878",1878,"09-02","September 02, 1878 :  20.4 ° C"
"339",21.6,"September 03, 1878",1878,"09-03","September 03, 1878 :  21.6 ° C"
"340",19.3,"September 04, 1878",1878,"09-04","September 04, 1878 :  19.3 ° C"
"341",20.7,"September 05, 1878",1878,"09-05","September 05, 1878 :  20.7 ° C"
"342",23.6,"September 06, 1878",1878,"09-06","September 06, 1878 :  23.6 ° C"
"343",24.3,"September 07, 1878",1878,"09-07","September 07, 1878 :  24.3 ° C"
"344",24.3,"September 08, 1878",1878,"09-08","September 08, 1878 :  24.3 ° C"
"345",23,"September 09, 1878",1878,"09-09","September 09, 1878 :  23 ° C"
"346",24.3,"September 10, 1878",1878,"09-10","September 10, 1878 :  24.3 ° C"
"347",25.2,"September 11, 1878",1878,"09-11","September 11, 1878 :  25.2 ° C"
"348",25.7,"September 12, 1878",1878,"09-12","September 12, 1878 :  25.7 ° C"
"349",24.9,"September 13, 1878",1878,"09-13","September 13, 1878 :  24.9 ° C"
"350",25.3,"September 14, 1878",1878,"09-14","September 14, 1878 :  25.3 ° C"
"351",24.2,"September 15, 1878",1878,"09-15","September 15, 1878 :  24.2 ° C"
"352",23.4,"September 16, 1878",1878,"09-16","September 16, 1878 :  23.4 ° C"
"353",23,"September 17, 1878",1878,"09-17","September 17, 1878 :  23 ° C"
"354",22.7,"September 18, 1878",1878,"09-18","September 18, 1878 :  22.7 ° C"
"355",23.9,"September 19, 1878",1878,"09-19","September 19, 1878 :  23.9 ° C"
"356",24.3,"September 20, 1878",1878,"09-20","September 20, 1878 :  24.3 ° C"
"357",26.9,"September 21, 1878",1878,"09-21","September 21, 1878 :  26.9 ° C"
"358",26.3,"September 22, 1878",1878,"09-22","September 22, 1878 :  26.3 ° C"
"359",26.9,"September 23, 1878",1878,"09-23","September 23, 1878 :  26.9 ° C"
"360",24.4,"September 24, 1878",1878,"09-24","September 24, 1878 :  24.4 ° C"
"361",20.9,"September 25, 1878",1878,"09-25","September 25, 1878 :  20.9 ° C"
"362",21.7,"September 26, 1878",1878,"09-26","September 26, 1878 :  21.7 ° C"
"363",17.7,"September 27, 1878",1878,"09-27","September 27, 1878 :  17.7 ° C"
"364",17.3,"September 28, 1878",1878,"09-28","September 28, 1878 :  17.3 ° C"
"365",17.2,"September 29, 1878",1878,"09-29","September 29, 1878 :  17.2 ° C"
"366",19.7,"September 30, 1878",1878,"09-30","September 30, 1878 :  19.7 ° C"
"367",18.3,"June 01, 1879",1879,"06-01","June 01, 1879 :  18.3 ° C"
"368",15.8,"June 02, 1879",1879,"06-02","June 02, 1879 :  15.8 ° C"
"369",16.4,"June 03, 1879",1879,"06-03","June 03, 1879 :  16.4 ° C"
"370",17.6,"June 04, 1879",1879,"06-04","June 04, 1879 :  17.6 ° C"
"371",21.6,"June 05, 1879",1879,"06-05","June 05, 1879 :  21.6 ° C"
"372",20.5,"June 06, 1879",1879,"06-06","June 06, 1879 :  20.5 ° C"
"373",22.9,"June 07, 1879",1879,"06-07","June 07, 1879 :  22.9 ° C"
"374",23.4,"June 08, 1879",1879,"06-08","June 08, 1879 :  23.4 ° C"
"375",19.2,"June 09, 1879",1879,"06-09","June 09, 1879 :  19.2 ° C"
"376",20,"June 10, 1879",1879,"06-10","June 10, 1879 :  20 ° C"
"377",19.9,"June 11, 1879",1879,"06-11","June 11, 1879 :  19.9 ° C"
"378",20.8,"June 12, 1879",1879,"06-12","June 12, 1879 :  20.8 ° C"
"379",20.5,"June 13, 1879",1879,"06-13","June 13, 1879 :  20.5 ° C"
"380",22.2,"June 14, 1879",1879,"06-14","June 14, 1879 :  22.2 ° C"
"381",20.6,"June 15, 1879",1879,"06-15","June 15, 1879 :  20.6 ° C"
"382",21.9,"June 16, 1879",1879,"06-16","June 16, 1879 :  21.9 ° C"
"383",23.3,"June 17, 1879",1879,"06-17","June 17, 1879 :  23.3 ° C"
"384",23.3,"June 18, 1879",1879,"06-18","June 18, 1879 :  23.3 ° C"
"385",24.1,"June 19, 1879",1879,"06-19","June 19, 1879 :  24.1 ° C"
"386",24.1,"June 20, 1879",1879,"06-20","June 20, 1879 :  24.1 ° C"
"387",22.7,"June 21, 1879",1879,"06-21","June 21, 1879 :  22.7 ° C"
"388",22.4,"June 22, 1879",1879,"06-22","June 22, 1879 :  22.4 ° C"
"389",21.5,"June 23, 1879",1879,"06-23","June 23, 1879 :  21.5 ° C"
"390",23.1,"June 24, 1879",1879,"06-24","June 24, 1879 :  23.1 ° C"
"391",NA,"June 25, 1879",1879,"06-25","June 25, 1879 :  NA ° C"
"392",24.8,"June 26, 1879",1879,"06-26","June 26, 1879 :  24.8 ° C"
"393",21.1,"June 27, 1879",1879,"06-27","June 27, 1879 :  21.1 ° C"
"394",22,"June 28, 1879",1879,"06-28","June 28, 1879 :  22 ° C"
"395",23.1,"June 29, 1879",1879,"06-29","June 29, 1879 :  23.1 ° C"
"396",24.2,"June 30, 1879",1879,"06-30","June 30, 1879 :  24.2 ° C"
"397",25.7,"July 01, 1879",1879,"07-01","July 01, 1879 :  25.7 ° C"
"398",27.1,"July 02, 1879",1879,"07-02","July 02, 1879 :  27.1 ° C"
"399",26.9,"July 03, 1879",1879,"07-03","July 03, 1879 :  26.9 ° C"
"400",27,"July 04, 1879",1879,"07-04","July 04, 1879 :  27 ° C"
"401",26.3,"July 05, 1879",1879,"07-05","July 05, 1879 :  26.3 ° C"
"402",25.7,"July 06, 1879",1879,"07-06","July 06, 1879 :  25.7 ° C"
"403",27.7,"July 07, 1879",1879,"07-07","July 07, 1879 :  27.7 ° C"
"404",28.2,"July 08, 1879",1879,"07-08","July 08, 1879 :  28.2 ° C"
"405",22.5,"July 09, 1879",1879,"07-09","July 09, 1879 :  22.5 ° C"
"406",24.7,"July 10, 1879",1879,"07-10","July 10, 1879 :  24.7 ° C"
"407",25.4,"July 11, 1879",1879,"07-11","July 11, 1879 :  25.4 ° C"
"408",24.4,"July 12, 1879",1879,"07-12","July 12, 1879 :  24.4 ° C"
"409",22.6,"July 13, 1879",1879,"07-13","July 13, 1879 :  22.6 ° C"
"410",23.4,"July 14, 1879",1879,"07-14","July 14, 1879 :  23.4 ° C"
"411",22.8,"July 15, 1879",1879,"07-15","July 15, 1879 :  22.8 ° C"
"412",24.1,"July 16, 1879",1879,"07-16","July 16, 1879 :  24.1 ° C"
"413",26,"July 17, 1879",1879,"07-17","July 17, 1879 :  26 ° C"
"414",27.3,"July 18, 1879",1879,"07-18","July 18, 1879 :  27.3 ° C"
"415",28.1,"July 19, 1879",1879,"07-19","July 19, 1879 :  28.1 ° C"
"416",27.3,"July 20, 1879",1879,"07-20","July 20, 1879 :  27.3 ° C"
"417",27.6,"July 21, 1879",1879,"07-21","July 21, 1879 :  27.6 ° C"
"418",27.4,"July 22, 1879",1879,"07-22","July 22, 1879 :  27.4 ° C"
"419",27,"July 23, 1879",1879,"07-23","July 23, 1879 :  27 ° C"
"420",27.3,"July 24, 1879",1879,"07-24","July 24, 1879 :  27.3 ° C"
"421",27.9,"July 25, 1879",1879,"07-25","July 25, 1879 :  27.9 ° C"
"422",28.4,"July 26, 1879",1879,"07-26","July 26, 1879 :  28.4 ° C"
"423",26.4,"July 27, 1879",1879,"07-27","July 27, 1879 :  26.4 ° C"
"424",26.4,"July 28, 1879",1879,"07-28","July 28, 1879 :  26.4 ° C"
"425",26,"July 29, 1879",1879,"07-29","July 29, 1879 :  26 ° C"
"426",26.2,"July 30, 1879",1879,"07-30","July 30, 1879 :  26.2 ° C"
"427",26.8,"July 31, 1879",1879,"07-31","July 31, 1879 :  26.8 ° C"
"428",26.7,"August 01, 1879",1879,"08-01","August 01, 1879 :  26.7 ° C"
"429",28,"August 02, 1879",1879,"08-02","August 02, 1879 :  28 ° C"
"430",27.2,"August 03, 1879",1879,"08-03","August 03, 1879 :  27.2 ° C"
"431",28.1,"August 04, 1879",1879,"08-04","August 04, 1879 :  28.1 ° C"
"432",29.1,"August 05, 1879",1879,"08-05","August 05, 1879 :  29.1 ° C"
"433",27.6,"August 06, 1879",1879,"08-06","August 06, 1879 :  27.6 ° C"
"434",25.6,"August 07, 1879",1879,"08-07","August 07, 1879 :  25.6 ° C"
"435",25.1,"August 08, 1879",1879,"08-08","August 08, 1879 :  25.1 ° C"
"436",23.6,"August 09, 1879",1879,"08-09","August 09, 1879 :  23.6 ° C"
"437",26.1,"August 10, 1879",1879,"08-10","August 10, 1879 :  26.1 ° C"
"438",25.8,"August 11, 1879",1879,"08-11","August 11, 1879 :  25.8 ° C"
"439",25.9,"August 12, 1879",1879,"08-12","August 12, 1879 :  25.9 ° C"
"440",25.8,"August 13, 1879",1879,"08-13","August 13, 1879 :  25.8 ° C"
"441",27.8,"August 14, 1879",1879,"08-14","August 14, 1879 :  27.8 ° C"
"442",28.7,"August 15, 1879",1879,"08-15","August 15, 1879 :  28.7 ° C"
"443",28.2,"August 16, 1879",1879,"08-16","August 16, 1879 :  28.2 ° C"
"444",27.1,"August 17, 1879",1879,"08-17","August 17, 1879 :  27.1 ° C"
"445",27.2,"August 18, 1879",1879,"08-18","August 18, 1879 :  27.2 ° C"
"446",27.1,"August 19, 1879",1879,"08-19","August 19, 1879 :  27.1 ° C"
"447",25.9,"August 20, 1879",1879,"08-20","August 20, 1879 :  25.9 ° C"
"448",26.4,"August 21, 1879",1879,"08-21","August 21, 1879 :  26.4 ° C"
"449",25.6,"August 22, 1879",1879,"08-22","August 22, 1879 :  25.6 ° C"
"450",25.1,"August 23, 1879",1879,"08-23","August 23, 1879 :  25.1 ° C"
"451",24.2,"August 24, 1879",1879,"08-24","August 24, 1879 :  24.2 ° C"
"452",26.4,"August 25, 1879",1879,"08-25","August 25, 1879 :  26.4 ° C"
"453",26.9,"August 26, 1879",1879,"08-26","August 26, 1879 :  26.9 ° C"
"454",26.6,"August 27, 1879",1879,"08-27","August 27, 1879 :  26.6 ° C"
"455",26.6,"August 28, 1879",1879,"08-28","August 28, 1879 :  26.6 ° C"
"456",27.4,"August 29, 1879",1879,"08-29","August 29, 1879 :  27.4 ° C"
"457",26.8,"August 30, 1879",1879,"08-30","August 30, 1879 :  26.8 ° C"
"458",27.5,"August 31, 1879",1879,"08-31","August 31, 1879 :  27.5 ° C"
"459",24.4,"September 01, 1879",1879,"09-01","September 01, 1879 :  24.4 ° C"
"460",24.4,"September 02, 1879",1879,"09-02","September 02, 1879 :  24.4 ° C"
"461",23.9,"September 03, 1879",1879,"09-03","September 03, 1879 :  23.9 ° C"
"462",23.8,"September 04, 1879",1879,"09-04","September 04, 1879 :  23.8 ° C"
"463",23.6,"September 05, 1879",1879,"09-05","September 05, 1879 :  23.6 ° C"
"464",22.3,"September 06, 1879",1879,"09-06","September 06, 1879 :  22.3 ° C"
"465",21.4,"September 07, 1879",1879,"09-07","September 07, 1879 :  21.4 ° C"
"466",21.4,"September 08, 1879",1879,"09-08","September 08, 1879 :  21.4 ° C"
"467",20.1,"September 09, 1879",1879,"09-09","September 09, 1879 :  20.1 ° C"
"468",19.9,"September 10, 1879",1879,"09-10","September 10, 1879 :  19.9 ° C"
"469",19.2,"September 11, 1879",1879,"09-11","September 11, 1879 :  19.2 ° C"
"470",17.6,"September 12, 1879",1879,"09-12","September 12, 1879 :  17.6 ° C"
"471",17.9,"September 13, 1879",1879,"09-13","September 13, 1879 :  17.9 ° C"
"472",23.4,"September 14, 1879",1879,"09-14","September 14, 1879 :  23.4 ° C"
"473",21.8,"September 15, 1879",1879,"09-15","September 15, 1879 :  21.8 ° C"
"474",20.4,"September 16, 1879",1879,"09-16","September 16, 1879 :  20.4 ° C"
"475",20.4,"September 17, 1879",1879,"09-17","September 17, 1879 :  20.4 ° C"
"476",20.7,"September 18, 1879",1879,"09-18","September 18, 1879 :  20.7 ° C"
"477",22.3,"September 19, 1879",1879,"09-19","September 19, 1879 :  22.3 ° C"
"478",21.5,"September 20, 1879",1879,"09-20","September 20, 1879 :  21.5 ° C"
"479",23.7,"September 21, 1879",1879,"09-21","September 21, 1879 :  23.7 ° C"
"480",22.4,"September 22, 1879",1879,"09-22","September 22, 1879 :  22.4 ° C"
"481",19.4,"September 23, 1879",1879,"09-23","September 23, 1879 :  19.4 ° C"
"482",18.9,"September 24, 1879",1879,"09-24","September 24, 1879 :  18.9 ° C"
"483",21.5,"September 25, 1879",1879,"09-25","September 25, 1879 :  21.5 ° C"
"484",20.3,"September 26, 1879",1879,"09-26","September 26, 1879 :  20.3 ° C"
"485",18.4,"September 27, 1879",1879,"09-27","September 27, 1879 :  18.4 ° C"
"486",19.8,"September 28, 1879",1879,"09-28","September 28, 1879 :  19.8 ° C"
"487",21.6,"September 29, 1879",1879,"09-29","September 29, 1879 :  21.6 ° C"
"488",23.2,"September 30, 1879",1879,"09-30","September 30, 1879 :  23.2 ° C"
"489",15.9,"June 01, 1880",1880,"06-01","June 01, 1880 :  15.9 ° C"
"490",15.1,"June 02, 1880",1880,"06-02","June 02, 1880 :  15.1 ° C"
"491",17.3,"June 03, 1880",1880,"06-03","June 03, 1880 :  17.3 ° C"
"492",19.3,"June 04, 1880",1880,"06-04","June 04, 1880 :  19.3 ° C"
"493",19.7,"June 05, 1880",1880,"06-05","June 05, 1880 :  19.7 ° C"
"494",21.1,"June 06, 1880",1880,"06-06","June 06, 1880 :  21.1 ° C"
"495",22.4,"June 07, 1880",1880,"06-07","June 07, 1880 :  22.4 ° C"
"496",22.5,"June 08, 1880",1880,"06-08","June 08, 1880 :  22.5 ° C"
"497",20.2,"June 09, 1880",1880,"06-09","June 09, 1880 :  20.2 ° C"
"498",20.2,"June 10, 1880",1880,"06-10","June 10, 1880 :  20.2 ° C"
"499",18.9,"June 11, 1880",1880,"06-11","June 11, 1880 :  18.9 ° C"
"500",19.6,"June 12, 1880",1880,"06-12","June 12, 1880 :  19.6 ° C"
"501",20.1,"June 13, 1880",1880,"06-13","June 13, 1880 :  20.1 ° C"
"502",20.2,"June 14, 1880",1880,"06-14","June 14, 1880 :  20.2 ° C"
"503",21.3,"June 15, 1880",1880,"06-15","June 15, 1880 :  21.3 ° C"
"504",19.3,"June 16, 1880",1880,"06-16","June 16, 1880 :  19.3 ° C"
"505",21.3,"June 17, 1880",1880,"06-17","June 17, 1880 :  21.3 ° C"
"506",19.1,"June 18, 1880",1880,"06-18","June 18, 1880 :  19.1 ° C"
"507",19.2,"June 19, 1880",1880,"06-19","June 19, 1880 :  19.2 ° C"
"508",17.9,"June 20, 1880",1880,"06-20","June 20, 1880 :  17.9 ° C"
"509",16.2,"June 21, 1880",1880,"06-21","June 21, 1880 :  16.2 ° C"
"510",19.6,"June 22, 1880",1880,"06-22","June 22, 1880 :  19.6 ° C"
"511",19.9,"June 23, 1880",1880,"06-23","June 23, 1880 :  19.9 ° C"
"512",17.6,"June 24, 1880",1880,"06-24","June 24, 1880 :  17.6 ° C"
"513",17.8,"June 25, 1880",1880,"06-25","June 25, 1880 :  17.8 ° C"
"514",21.5,"June 26, 1880",1880,"06-26","June 26, 1880 :  21.5 ° C"
"515",22.4,"June 27, 1880",1880,"06-27","June 27, 1880 :  22.4 ° C"
"516",22.6,"June 28, 1880",1880,"06-28","June 28, 1880 :  22.6 ° C"
"517",22.9,"June 29, 1880",1880,"06-29","June 29, 1880 :  22.9 ° C"
"518",23.1,"June 30, 1880",1880,"06-30","June 30, 1880 :  23.1 ° C"
"519",20.4,"July 01, 1880",1880,"07-01","July 01, 1880 :  20.4 ° C"
"520",21.6,"July 02, 1880",1880,"07-02","July 02, 1880 :  21.6 ° C"
"521",20.4,"July 03, 1880",1880,"07-03","July 03, 1880 :  20.4 ° C"
"522",23.2,"July 04, 1880",1880,"07-04","July 04, 1880 :  23.2 ° C"
"523",20.8,"July 05, 1880",1880,"07-05","July 05, 1880 :  20.8 ° C"
"524",22.3,"July 06, 1880",1880,"07-06","July 06, 1880 :  22.3 ° C"
"525",24.7,"July 07, 1880",1880,"07-07","July 07, 1880 :  24.7 ° C"
"526",26.3,"July 08, 1880",1880,"07-08","July 08, 1880 :  26.3 ° C"
"527",25.1,"July 09, 1880",1880,"07-09","July 09, 1880 :  25.1 ° C"
"528",25.2,"July 10, 1880",1880,"07-10","July 10, 1880 :  25.2 ° C"
"529",26,"July 11, 1880",1880,"07-11","July 11, 1880 :  26 ° C"
"530",25.8,"July 12, 1880",1880,"07-12","July 12, 1880 :  25.8 ° C"
"531",24.8,"July 13, 1880",1880,"07-13","July 13, 1880 :  24.8 ° C"
"532",23.6,"July 14, 1880",1880,"07-14","July 14, 1880 :  23.6 ° C"
"533",25.1,"July 15, 1880",1880,"07-15","July 15, 1880 :  25.1 ° C"
"534",23.9,"July 16, 1880",1880,"07-16","July 16, 1880 :  23.9 ° C"
"535",23.3,"July 17, 1880",1880,"07-17","July 17, 1880 :  23.3 ° C"
"536",23.8,"July 18, 1880",1880,"07-18","July 18, 1880 :  23.8 ° C"
"537",24.3,"July 19, 1880",1880,"07-19","July 19, 1880 :  24.3 ° C"
"538",23.8,"July 20, 1880",1880,"07-20","July 20, 1880 :  23.8 ° C"
"539",22.1,"July 21, 1880",1880,"07-21","July 21, 1880 :  22.1 ° C"
"540",22.3,"July 22, 1880",1880,"07-22","July 22, 1880 :  22.3 ° C"
"541",24.9,"July 23, 1880",1880,"07-23","July 23, 1880 :  24.9 ° C"
"542",25,"July 24, 1880",1880,"07-24","July 24, 1880 :  25 ° C"
"543",23.9,"July 25, 1880",1880,"07-25","July 25, 1880 :  23.9 ° C"
"544",24.7,"July 26, 1880",1880,"07-26","July 26, 1880 :  24.7 ° C"
"545",26.4,"July 27, 1880",1880,"07-27","July 27, 1880 :  26.4 ° C"
"546",24.6,"July 28, 1880",1880,"07-28","July 28, 1880 :  24.6 ° C"
"547",26.7,"July 29, 1880",1880,"07-29","July 29, 1880 :  26.7 ° C"
"548",26.9,"July 30, 1880",1880,"07-30","July 30, 1880 :  26.9 ° C"
"549",27.7,"July 31, 1880",1880,"07-31","July 31, 1880 :  27.7 ° C"
"550",28,"August 01, 1880",1880,"08-01","August 01, 1880 :  28 ° C"
"551",27.4,"August 02, 1880",1880,"08-02","August 02, 1880 :  27.4 ° C"
"552",26.2,"August 03, 1880",1880,"08-03","August 03, 1880 :  26.2 ° C"
"553",26.2,"August 04, 1880",1880,"08-04","August 04, 1880 :  26.2 ° C"
"554",26.5,"August 05, 1880",1880,"08-05","August 05, 1880 :  26.5 ° C"
"555",26.3,"August 06, 1880",1880,"08-06","August 06, 1880 :  26.3 ° C"
"556",26.4,"August 07, 1880",1880,"08-07","August 07, 1880 :  26.4 ° C"
"557",25.1,"August 08, 1880",1880,"08-08","August 08, 1880 :  25.1 ° C"
"558",25.3,"August 09, 1880",1880,"08-09","August 09, 1880 :  25.3 ° C"
"559",25.1,"August 10, 1880",1880,"08-10","August 10, 1880 :  25.1 ° C"
"560",24.6,"August 11, 1880",1880,"08-11","August 11, 1880 :  24.6 ° C"
"561",24.1,"August 12, 1880",1880,"08-12","August 12, 1880 :  24.1 ° C"
"562",25.7,"August 13, 1880",1880,"08-13","August 13, 1880 :  25.7 ° C"
"563",25.9,"August 14, 1880",1880,"08-14","August 14, 1880 :  25.9 ° C"
"564",26.2,"August 15, 1880",1880,"08-15","August 15, 1880 :  26.2 ° C"
"565",26.7,"August 16, 1880",1880,"08-16","August 16, 1880 :  26.7 ° C"
"566",26.7,"August 17, 1880",1880,"08-17","August 17, 1880 :  26.7 ° C"
"567",25.8,"August 18, 1880",1880,"08-18","August 18, 1880 :  25.8 ° C"
"568",25,"August 19, 1880",1880,"08-19","August 19, 1880 :  25 ° C"
"569",25.1,"August 20, 1880",1880,"08-20","August 20, 1880 :  25.1 ° C"
"570",25.7,"August 21, 1880",1880,"08-21","August 21, 1880 :  25.7 ° C"
"571",25.9,"August 22, 1880",1880,"08-22","August 22, 1880 :  25.9 ° C"
"572",26.4,"August 23, 1880",1880,"08-23","August 23, 1880 :  26.4 ° C"
"573",27.7,"August 24, 1880",1880,"08-24","August 24, 1880 :  27.7 ° C"
"574",26.8,"August 25, 1880",1880,"08-25","August 25, 1880 :  26.8 ° C"
"575",27.5,"August 26, 1880",1880,"08-26","August 26, 1880 :  27.5 ° C"
"576",22.8,"August 27, 1880",1880,"08-27","August 27, 1880 :  22.8 ° C"
"577",23.2,"August 28, 1880",1880,"08-28","August 28, 1880 :  23.2 ° C"
"578",22.4,"August 29, 1880",1880,"08-29","August 29, 1880 :  22.4 ° C"
"579",22.9,"August 30, 1880",1880,"08-30","August 30, 1880 :  22.9 ° C"
"580",20.7,"August 31, 1880",1880,"08-31","August 31, 1880 :  20.7 ° C"
"581",21.2,"September 01, 1880",1880,"09-01","September 01, 1880 :  21.2 ° C"
"582",21.9,"September 02, 1880",1880,"09-02","September 02, 1880 :  21.9 ° C"
"583",21.9,"September 03, 1880",1880,"09-03","September 03, 1880 :  21.9 ° C"
"584",23,"September 04, 1880",1880,"09-04","September 04, 1880 :  23 ° C"
"585",21.2,"September 05, 1880",1880,"09-05","September 05, 1880 :  21.2 ° C"
"586",21.3,"September 06, 1880",1880,"09-06","September 06, 1880 :  21.3 ° C"
"587",23.9,"September 07, 1880",1880,"09-07","September 07, 1880 :  23.9 ° C"
"588",24.3,"September 08, 1880",1880,"09-08","September 08, 1880 :  24.3 ° C"
"589",24.2,"September 09, 1880",1880,"09-09","September 09, 1880 :  24.2 ° C"
"590",25.3,"September 10, 1880",1880,"09-10","September 10, 1880 :  25.3 ° C"
"591",25.5,"September 11, 1880",1880,"09-11","September 11, 1880 :  25.5 ° C"
"592",23.3,"September 12, 1880",1880,"09-12","September 12, 1880 :  23.3 ° C"
"593",24,"September 13, 1880",1880,"09-13","September 13, 1880 :  24 ° C"
"594",24.4,"September 14, 1880",1880,"09-14","September 14, 1880 :  24.4 ° C"
"595",25.2,"September 15, 1880",1880,"09-15","September 15, 1880 :  25.2 ° C"
"596",24.1,"September 16, 1880",1880,"09-16","September 16, 1880 :  24.1 ° C"
"597",21.3,"September 17, 1880",1880,"09-17","September 17, 1880 :  21.3 ° C"
"598",22,"September 18, 1880",1880,"09-18","September 18, 1880 :  22 ° C"
"599",23,"September 19, 1880",1880,"09-19","September 19, 1880 :  23 ° C"
"600",23.6,"September 20, 1880",1880,"09-20","September 20, 1880 :  23.6 ° C"
"601",23.4,"September 21, 1880",1880,"09-21","September 21, 1880 :  23.4 ° C"
"602",24.2,"September 22, 1880",1880,"09-22","September 22, 1880 :  24.2 ° C"
"603",26.8,"September 23, 1880",1880,"09-23","September 23, 1880 :  26.8 ° C"
"604",20.1,"September 24, 1880",1880,"09-24","September 24, 1880 :  20.1 ° C"
"605",20.5,"September 25, 1880",1880,"09-25","September 25, 1880 :  20.5 ° C"
"606",20.6,"September 26, 1880",1880,"09-26","September 26, 1880 :  20.6 ° C"
"607",19.4,"September 27, 1880",1880,"09-27","September 27, 1880 :  19.4 ° C"
"608",18.9,"September 28, 1880",1880,"09-28","September 28, 1880 :  18.9 ° C"
"609",18.9,"September 29, 1880",1880,"09-29","September 29, 1880 :  18.9 ° C"
"610",17.7,"September 30, 1880",1880,"09-30","September 30, 1880 :  17.7 ° C"
"611",18.1,"June 01, 1881",1881,"06-01","June 01, 1881 :  18.1 ° C"
"612",18.2,"June 02, 1881",1881,"06-02","June 02, 1881 :  18.2 ° C"
"613",20.8,"June 03, 1881",1881,"06-03","June 03, 1881 :  20.8 ° C"
"614",19.7,"June 04, 1881",1881,"06-04","June 04, 1881 :  19.7 ° C"
"615",22.1,"June 05, 1881",1881,"06-05","June 05, 1881 :  22.1 ° C"
"616",20.1,"June 06, 1881",1881,"06-06","June 06, 1881 :  20.1 ° C"
"617",18,"June 07, 1881",1881,"06-07","June 07, 1881 :  18 ° C"
"618",19.5,"June 08, 1881",1881,"06-08","June 08, 1881 :  19.5 ° C"
"619",18.4,"June 09, 1881",1881,"06-09","June 09, 1881 :  18.4 ° C"
"620",18.3,"June 10, 1881",1881,"06-10","June 10, 1881 :  18.3 ° C"
"621",21.2,"June 11, 1881",1881,"06-11","June 11, 1881 :  21.2 ° C"
"622",22.1,"June 12, 1881",1881,"06-12","June 12, 1881 :  22.1 ° C"
"623",24.2,"June 13, 1881",1881,"06-13","June 13, 1881 :  24.2 ° C"
"624",26.5,"June 14, 1881",1881,"06-14","June 14, 1881 :  26.5 ° C"
"625",25.8,"June 15, 1881",1881,"06-15","June 15, 1881 :  25.8 ° C"
